hscode,production_stage,attribution_reason,reviewer,review_date,confidence,dominant_use_rationale,mixed_use_flag,evidence_note
8503,intermediate input,Dual-use item (PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF HEADING 8501 OR 8502) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,Methodology Team,2026-07-22,4,Dual-use item (PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF HEADING 8501 OR 8502) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
8504,capital good,"Dual-use item (ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",Methodology Team,2026-07-22,4,"Dual-use item (ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
8507,intermediate input,"Specialized industrial component, part, or sub-assembly (ELCTRC ACCUMLTRS,INCL SEPARATORS THEREFOR W/N RECTANGULAR(INCL SQ)) integrated into capital machinery or electrical systems.",Methodology Team,2026-07-22,4,"Specialized industrial component, part, or sub-assembly (ELCTRC ACCUMLTRS,INCL SEPARATORS THEREFOR W/N RECTANGULAR(INCL SQ)) integrated into capital machinery or electrical systems.",false,Precision manufactured part and intermediate sub-assembly feeding electronics assembly and industrial machinery production.
8517,finished product,"Dual-use item (ELCTRCL APARTS FR LINE TELEPHNY/TELGRPHY, INCL TELPHON SETS WTH CORDLS HANDSET CARIER) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",Methodology Team,2026-07-22,4,"Dual-use item (ELCTRCL APARTS FR LINE TELEPHNY/TELGRPHY, INCL TELPHON SETS WTH CORDLS HANDSET CARIER) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
8518,intermediate input,"Specialized industrial component, part, or sub-assembly (MCROPHONESANDSTNDS THRFR;LOUDSPKR,W/N MNTD HEADPHONE,EARPHONE AND COMBND MCROPHONE/SPKRSETS;AUDIO FRQNCY AMPLFYR;SND AM) integrated into capital machinery or electrical systems.",Methodology Team,2026-07-22,4,"Specialized industrial component, part, or sub-assembly (MCROPHONESANDSTNDS THRFR;LOUDSPKR,W/N MNTD HEADPHONE,EARPHONE AND COMBND MCROPHONE/SPKRSETS;AUDIO FRQNCY AMPLFYR;SND AM) integrated into capital machinery or electrical systems.",false,Precision manufactured part and intermediate sub-assembly feeding electronics assembly and industrial machinery production.
8523,intermediate input,"Dual-use item (PREPRD UNRECORDED MEDIA FOR SOUND RECRDNG/SMLR RECRDNG OF OTHR PHENOMENA,OTHR THN PRDCTS OF CH.37) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",Methodology Team,2026-07-22,4,"Dual-use item (PREPRD UNRECORDED MEDIA FOR SOUND RECRDNG/SMLR RECRDNG OF OTHR PHENOMENA,OTHR THN PRDCTS OF CH.37) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
8524,intermediate input,"Specialized industrial component, part, or sub-assembly (*RECORDS,TAPES & OTHR RECORDED MEDIA FOR SOUND/OTHR SMLRLY RECORDED PHENOMENA BUT EXCL PRDCTS OF CHAPTER 37) integrated into capital machinery or electrical systems.",Methodology Team,2026-07-22,4,"Specialized industrial component, part, or sub-assembly (*RECORDS,TAPES & OTHR RECORDED MEDIA FOR SOUND/OTHR SMLRLY RECORDED PHENOMENA BUT EXCL PRDCTS OF CHAPTER 37) integrated into capital machinery or electrical systems.",false,Precision manufactured part and intermediate sub-assembly feeding electronics assembly and industrial machinery production.
8525,intermediate input,"Specialized industrial component, part, or sub-assembly (TRNSMISN APARATS FR RADIO,TELEPHNY ETC W/N INCRPRTNG RECEPTION APPRTS/SOUND RECORDING/REPRDCNG APPRTS;TV CAMERAS) integrated into capital machinery or electrical systems.",Methodology Team,2026-07-22,4,"Specialized industrial component, part, or sub-assembly (TRNSMISN APARATS FR RADIO,TELEPHNY ETC W/N INCRPRTNG RECEPTION APPRTS/SOUND RECORDING/REPRDCNG APPRTS;TV CAMERAS) integrated into capital machinery or electrical systems.",false,Precision manufactured part and intermediate sub-assembly feeding electronics assembly and industrial machinery production.
8528,finished product,"Dual-use item (RECEPTION APARATUS,WH/NOT INCORPRTNG RADIOBRODCST RECIVRS/SOUND/VIDEO RCORDNG/ REPRODUCING APARATUS,VIDEO MONITORS) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",Methodology Team,2026-07-22,4,"Dual-use item (RECEPTION APARATUS,WH/NOT INCORPRTNG RADIOBRODCST RECIVRS/SOUND/VIDEO RCORDNG/ REPRODUCING APARATUS,VIDEO MONITORS) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
8529,intermediate input,Dual-use item (PRTS SUITBL FR USE SOLELY/PRNCPLLY WTH APPRTS OF HDGS NOS 8525 TO 8528) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,Methodology Team,2026-07-22,4,Dual-use item (PRTS SUITBL FR USE SOLELY/PRNCPLLY WTH APPRTS OF HDGS NOS 8525 TO 8528) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
8532,intermediate input,"Specialized industrial component, part, or sub-assembly (ELCTRCL CAPACITORS FIXD,VARIABLE/ ADJUSTABLE(PRE) integrated into capital machinery or electrical systems.",Methodology Team,2026-07-22,4,"Specialized industrial component, part, or sub-assembly (ELCTRCL CAPACITORS FIXD,VARIABLE/ ADJUSTABLE(PRE) integrated into capital machinery or electrical systems.",false,Precision manufactured part and intermediate sub-assembly feeding electronics assembly and industrial machinery production.
8534,intermediate input,"Specialized industrial component, part, or sub-assembly (PRINTED CIRCUITS) integrated into capital machinery or electrical systems.",Methodology Team,2026-07-22,4,"Specialized industrial component, part, or sub-assembly (PRINTED CIRCUITS) integrated into capital machinery or electrical systems.",false,Precision manufactured part and intermediate sub-assembly feeding electronics assembly and industrial machinery production.
8536,intermediate input,"Specialized industrial component, part, or sub-assembly (ELCTRCLS APPRTS FR SWTCHNG/PRTCTNG ELCTRCLCIRCUITS ETC.(E.G.SWTCHS RELAYS ETC.) FOR A VOLTAGE NOT EXCDG 1000 VOLTS) integrated into capital machinery or electrical systems.",Methodology Team,2026-07-22,4,"Specialized industrial component, part, or sub-assembly (ELCTRCLS APPRTS FR SWTCHNG/PRTCTNG ELCTRCLCIRCUITS ETC.(E.G.SWTCHS RELAYS ETC.) FOR A VOLTAGE NOT EXCDG 1000 VOLTS) integrated into capital machinery or electrical systems.",false,Precision manufactured part and intermediate sub-assembly feeding electronics assembly and industrial machinery production.
8537,intermediate input,"Dual-use item (BORDS PANLS ETC EQUIPD WTH TWO OR MORE APPRTS OF HDG 8535/8536,INCL THOSE INCORPRTNG INSTRMNTS/APPRTS OF CH 90) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",Methodology Team,2026-07-22,4,"Dual-use item (BORDS PANLS ETC EQUIPD WTH TWO OR MORE APPRTS OF HDG 8535/8536,INCL THOSE INCORPRTNG INSTRMNTS/APPRTS OF CH 90) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
8538,intermediate input,"Specialized industrial component, part, or sub-assembly (PRTS SUITBL FR USE SOLELY/PRINCIPALLY WTH THE APPRTS OF HDG NO.8535,8536/8537) integrated into capital machinery or electrical systems.",Methodology Team,2026-07-22,4,"Specialized industrial component, part, or sub-assembly (PRTS SUITBL FR USE SOLELY/PRINCIPALLY WTH THE APPRTS OF HDG NO.8535,8536/8537) integrated into capital machinery or electrical systems.",false,Precision manufactured part and intermediate sub-assembly feeding electronics assembly and industrial machinery production.
8541,intermediate input,"Dual-use item (SEMCOND DVS[SCD]( DIOD,TRNSTR,TRNSDCER); P SENST [SCD],P VOLT IF WITH MDL/ OF PNEL, LED,IF WITH LED;MTD PIEZO) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",Methodology Team,2026-07-22,4,"Dual-use item (SEMCOND DVS[SCD]( DIOD,TRNSTR,TRNSDCER); P SENST [SCD],P VOLT IF WITH MDL/ OF PNEL, LED,IF WITH LED;MTD PIEZO) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
8542,intermediate input,"Specialized industrial component, part, or sub-assembly (ELCTRNC INTEGRTD CIRCUITS AND MICRO) integrated into capital machinery or electrical systems.",Methodology Team,2026-07-22,4,"Specialized industrial component, part, or sub-assembly (ELCTRNC INTEGRTD CIRCUITS AND MICRO) integrated into capital machinery or electrical systems.",false,Precision manufactured part and intermediate sub-assembly feeding electronics assembly and industrial machinery production.
8543,capital good,"Dual-use item (ELCTRCL MCHNS AND APPRTS,HVNG INDIVIDUAL FNCTNS N.E.S.IN THIS CHAPTER) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",Methodology Team,2026-07-22,4,"Dual-use item (ELCTRCL MCHNS AND APPRTS,HVNG INDIVIDUAL FNCTNS N.E.S.IN THIS CHAPTER) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
8544,intermediate input,"Specialized industrial component, part, or sub-assembly (INSULATED (INCL ENAMELLED OR ANODISED) WIRE, CABLE (INCL CO) integrated into capital machinery or electrical systems.",Methodology Team,2026-07-22,4,"Specialized industrial component, part, or sub-assembly (INSULATED (INCL ENAMELLED OR ANODISED) WIRE, CABLE (INCL CO) integrated into capital machinery or electrical systems.",false,Precision manufactured part and intermediate sub-assembly feeding electronics assembly and industrial machinery production.
8701,finished product,"Finished consumer appliance, personal vehicle, or standalone device (TRACTORS (OTHER THAN TRACTORS OF HEADING 8709)) ready for household or individual usage.",Methodology Team,2026-07-22,4,"Finished consumer appliance, personal vehicle, or standalone device (TRACTORS (OTHER THAN TRACTORS OF HEADING 8709)) ready for household or individual usage.",false,Manufactured consumer equipment and finished vehicle product distributed directly to end-user retail channels.
8703,finished product,Dual-use item (MOTR CARS AND OTHR MOTR VHCLS FR TRNSPRT OF PERSONS(EXCL OF 8702)INCL RCNG CARS ETC) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,Methodology Team,2026-07-22,4,Dual-use item (MOTR CARS AND OTHR MOTR VHCLS FR TRNSPRT OF PERSONS(EXCL OF 8702)INCL RCNG CARS ETC) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
8704,finished product,Dual-use item (MOTOR VEHICLES FOR THE TRANSPORT OF GOODS) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,Methodology Team,2026-07-22,4,Dual-use item (MOTOR VEHICLES FOR THE TRANSPORT OF GOODS) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
8708,intermediate input,"Specialized industrial component, part, or sub-assembly (PARTS AND ACCESSORIES OF THE MOTOR VEHICLES OF HEADINGS 8701 TO 8705) integrated into capital machinery or electrical systems.",Methodology Team,2026-07-22,4,"Specialized industrial component, part, or sub-assembly (PARTS AND ACCESSORIES OF THE MOTOR VEHICLES OF HEADINGS 8701 TO 8705) integrated into capital machinery or electrical systems.",false,Precision manufactured part and intermediate sub-assembly feeding electronics assembly and industrial machinery production.
8711,finished product,"Finished consumer appliance, personal vehicle, or standalone device (MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE) ready for household or individual usage.",Methodology Team,2026-07-22,4,"Finished consumer appliance, personal vehicle, or standalone device (MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE) ready for household or individual usage.",false,Manufactured consumer equipment and finished vehicle product distributed directly to end-user retail channels.
8714,intermediate input,Dual-use item (PRTS AND ACCSSRS OF VHCLS OF HDG 8711) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,Methodology Team,2026-07-22,4,Dual-use item (PRTS AND ACCSSRS OF VHCLS OF HDG 8711) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
8802,capital good,"Commercial transport vehicle, railway stock, or maritime vessel (OTHR AIRCRAFT EXCEPT UNMANNED AIRCRAFT OF 8806(eg HELICOPTER, AEROPLANE)SPACECRAFT (INCL SATELLITE) AND SUBORBITAL AND SPACE) utilized as a productive logistics and freight asset.",Methodology Team,2026-07-22,4,"Commercial transport vehicle, railway stock, or maritime vessel (OTHR AIRCRAFT EXCEPT UNMANNED AIRCRAFT OF 8806(eg HELICOPTER, AEROPLANE)SPACECRAFT (INCL SATELLITE) AND SUBORBITAL AND SPACE) utilized as a productive logistics and freight asset.",false,Durable transport and logistics capital asset operating within national and international freight supply chains.
8807,intermediate input,"Specialized industrial component, part, or sub-assembly (PARTS OF GOODS OF HEADING 8801,8802 OR 8806) integrated into capital machinery or electrical systems.",Methodology Team,2026-07-22,4,"Specialized industrial component, part, or sub-assembly (PARTS OF GOODS OF HEADING 8801,8802 OR 8806) integrated into capital machinery or electrical systems.",false,Precision manufactured part and intermediate sub-assembly feeding electronics assembly and industrial machinery production.
8901,capital good,"Commercial transport vehicle, railway stock, or maritime vessel (CRUISE SHIPS, EXCURSION BOATS , FERRY) utilized as a productive logistics and freight asset.",Methodology Team,2026-07-22,4,"Commercial transport vehicle, railway stock, or maritime vessel (CRUISE SHIPS, EXCURSION BOATS , FERRY) utilized as a productive logistics and freight asset.",false,Durable transport and logistics capital asset operating within national and international freight supply chains.
8905,capital good,"Commercial transport vehicle, railway stock, or maritime vessel (LIGHT) utilized as a productive logistics and freight asset.",Methodology Team,2026-07-22,4,"Commercial transport vehicle, railway stock, or maritime vessel (LIGHT) utilized as a productive logistics and freight asset.",false,Durable transport and logistics capital asset operating within national and international freight supply chains.
8906,capital good,"Commercial transport vehicle, railway stock, or maritime vessel (OTHER VESSELS, INCLUDING WARSHIPS AND LIFEBOATS OTHER THAN ROWING BOATS) utilized as a productive logistics and freight asset.",Methodology Team,2026-07-22,4,"Commercial transport vehicle, railway stock, or maritime vessel (OTHER VESSELS, INCLUDING WARSHIPS AND LIFEBOATS OTHER THAN ROWING BOATS) utilized as a productive logistics and freight asset.",false,Durable transport and logistics capital asset operating within national and international freight supply chains.
9001,intermediate input,"Specialized industrial component, part, or sub-assembly (OPTCL FIBR AND OPTCL FIBR BUNDLS ETC;SHTS AND PLTS OF POLRSNG MTRL;LNSS;PRSMS,MIRRORS AND OTHR OPTCL ELMNTS OF ANY MTR) integrated into capital machinery or electrical systems.",Methodology Team,2026-07-22,4,"Specialized industrial component, part, or sub-assembly (OPTCL FIBR AND OPTCL FIBR BUNDLS ETC;SHTS AND PLTS OF POLRSNG MTRL;LNSS;PRSMS,MIRRORS AND OTHR OPTCL ELMNTS OF ANY MTR) integrated into capital machinery or electrical systems.",false,Precision manufactured part and intermediate sub-assembly feeding electronics assembly and industrial machinery production.
9018,capital good,"Professional diagnostic apparatus, laboratory instrument, or measuring system (INSTRMNTS AND APPLNCS USED IN MDCL,SURGCL, DNTL/VTRNRY SCNCS,INCL SCNTGRPHC APPRTS ELCTRO) deployed in healthcare and R&D facilities.",Methodology Team,2026-07-22,4,"Professional diagnostic apparatus, laboratory instrument, or measuring system (INSTRMNTS AND APPLNCS USED IN MDCL,SURGCL, DNTL/VTRNRY SCNCS,INCL SCNTGRPHC APPRTS ELCTRO) deployed in healthcare and R&D facilities.",false,"Professional capital instrument and diagnostic equipment utilized in institutional, medical, and research operations."
9021,finished product,"Finished precision instrument, consumer good, or miscellaneous manufactured article (ORTHPDC APLNCS,ARTFCL PRTS OF TH BODY;HRNGAIDS AND OTHR APLNCS WHCH ARE WRN/CRRD/ IMPLNTD IN THE BODY TO CMPNST DFCT) ready for end-user deployment.",Methodology Team,2026-07-22,4,"Finished precision instrument, consumer good, or miscellaneous manufactured article (ORTHPDC APLNCS,ARTFCL PRTS OF TH BODY;HRNGAIDS AND OTHR APLNCS WHCH ARE WRN/CRRD/ IMPLNTD IN THE BODY TO CMPNST DFCT) ready for end-user deployment.",false,Fully assembled consumer and commercial instrument ready for immediate operation in end-use applications.
9022,capital good,Dual-use item (OTHR APPLINCES OF 9021 BTA/GMAOR OTHR IONISING RADITIONS INCL RADIOTHRPY APPRTS X) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,Methodology Team,2026-07-22,4,Dual-use item (OTHR APPLINCES OF 9021 BTA/GMAOR OTHR IONISING RADITIONS INCL RADIOTHRPY APPRTS X) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
9026,capital good,"Professional diagnostic apparatus, laboratory instrument, or measuring system (INSTRMNTS AND APRTS FR MSRNG/CHKNG THE FLOW,LEVL,PRSR/OTHR VARIABLES OF LIQUID/GASES EXCL APPRTS OF HDG 9014,9015,9028/) deployed in healthcare and R&D facilities.",Methodology Team,2026-07-22,4,"Professional diagnostic apparatus, laboratory instrument, or measuring system (INSTRMNTS AND APRTS FR MSRNG/CHKNG THE FLOW,LEVL,PRSR/OTHR VARIABLES OF LIQUID/GASES EXCL APPRTS OF HDG 9014,9015,9028/) deployed in healthcare and R&D facilities.",false,"Professional capital instrument and diagnostic equipment utilized in institutional, medical, and research operations."
9027,capital good,"Professional diagnostic apparatus, laboratory instrument, or measuring system (INSTRUMENTS AND APPARATUS FOR PHYSICAL OR CHEMICAL ANALYSIS (FOR EXAMPLE, POLARIMETERS, REFRACTOMETERS, SPECTR) deployed in healthcare and R&D facilities.",Methodology Team,2026-07-22,4,"Professional diagnostic apparatus, laboratory instrument, or measuring system (INSTRUMENTS AND APPARATUS FOR PHYSICAL OR CHEMICAL ANALYSIS (FOR EXAMPLE, POLARIMETERS, REFRACTOMETERS, SPECTR) deployed in healthcare and R&D facilities.",false,"Professional capital instrument and diagnostic equipment utilized in institutional, medical, and research operations."
9030,capital good,"Professional diagnostic apparatus, laboratory instrument, or measuring system (OSCLSCPS AND OTHR INSTRMNTS AND APRTS FR MSRNGCHKNG ELCTRCL QUNTTS,INSTRMNTS AND APRTS FR MSRNG/DTCTNG ALPHA,BTA,GMA,X) deployed in healthcare and R&D facilities.",Methodology Team,2026-07-22,4,"Professional diagnostic apparatus, laboratory instrument, or measuring system (OSCLSCPS AND OTHR INSTRMNTS AND APRTS FR MSRNGCHKNG ELCTRCL QUNTTS,INSTRMNTS AND APRTS FR MSRNG/DTCTNG ALPHA,BTA,GMA,X) deployed in healthcare and R&D facilities.",false,"Professional capital instrument and diagnostic equipment utilized in institutional, medical, and research operations."
9031,capital good,"Professional diagnostic apparatus, laboratory instrument, or measuring system (MEASURING OR CHECKING INSTRUMENTS, APPLIANCES AND MACHINES, NOT SPECIFIED OR INCLUDED ELSEWHERE IN THIS) deployed in healthcare and R&D facilities.",Methodology Team,2026-07-22,4,"Professional diagnostic apparatus, laboratory instrument, or measuring system (MEASURING OR CHECKING INSTRUMENTS, APPLIANCES AND MACHINES, NOT SPECIFIED OR INCLUDED ELSEWHERE IN THIS) deployed in healthcare and R&D facilities.",false,"Professional capital instrument and diagnostic equipment utilized in institutional, medical, and research operations."
9032,capital good,"Professional diagnostic apparatus, laboratory instrument, or measuring system (AUTMTC REGLTNG/CONTRLNG INSTRMNTS AND APRTS) deployed in healthcare and R&D facilities.",Methodology Team,2026-07-22,4,"Professional diagnostic apparatus, laboratory instrument, or measuring system (AUTMTC REGLTNG/CONTRLNG INSTRMNTS AND APRTS) deployed in healthcare and R&D facilities.",false,"Professional capital instrument and diagnostic equipment utilized in institutional, medical, and research operations."
9403,finished product,Dual-use item (OTHER FURNITURE AND PARTS THEREOF) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,Methodology Team,2026-07-22,4,Dual-use item (OTHER FURNITURE AND PARTS THEREOF) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
9801,capital good,Durable productive asset or equipment (PROJECT GOODS) utilized across industry and infrastructure for long-term value creation.,Methodology Team,2026-07-22,4,Durable productive asset or equipment (PROJECT GOODS) utilized across industry and infrastructure for long-term value creation.,false,Industrial capital good providing productive capacity across domestic manufacturing and infrastructure sectors.
